#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197185.1,Complete,0.02803,41.8,LT898441.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/185/GCA_900197185.1_PEDV_AUSTRIA_L01064-M10_15-03_2015,,LT898441.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197205.1,Complete,0.028029,41.8,LT898430.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/205/GCA_900197205.1_PEDV_GER_L00906-K16_14-01_2014,,LT898430.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197225.1,Complete,0.028029,41.8,LT898446.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/225/GCA_900197225.1_PEDV_GER_L00933-K22_14-05_2014,,LT898446.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197235.1,Complete,0.02803,41.8,LT898411.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/235/GCA_900197235.1_PEDV_GER_L01018-K01_15-08_2015,,LT898411.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197245.1,Complete,0.02803,41.8,LT898413.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/245/GCA_900197245.1_PEDV_GER_L01020-K01_15-10_2015,,LT898413.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197275.1,Complete,0.027981,41.7,LT898436.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/275/GCA_900197275.1_PEDV_ROMANIA_L01329-K25_15-01_2015,,LT898436.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197285.1,Complete,0.027977,41.8,LT898431.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/285/GCA_900197285.1_PEDV_GER_L00918-K17_14-01_2014,,LT898431.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197295.1,Complete,0.02803,41.8,LT898444.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/295/GCA_900197295.1_PEDV_GER_L01420-K06_15-04_2015,,LT898444.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197305.1,Complete,0.028029,41.8,LT898410.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/305/GCA_900197305.1_PEDV_GER_L00908-K16_14-03_2014,,LT898410.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197315.1,Complete,0.02803,41.8,LT898423.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/315/GCA_900197315.1_PEDV_GER_L01012_K01_15-02_2015,,LT898423.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197325.1,Complete,0.02803,41.8,LT898412.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/325/GCA_900197325.1_PEDV_GER_L01019-K01_15-09_2015,,LT898412.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197335.1,Complete,0.028028,41.8,LT900500.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/335/GCA_900197335.1_PEDV_GER_L00799-_K11_14-01_2014,,LT900500.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197345.1,Complete,0.028029,41.8,LT898415.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/345/GCA_900197345.1_PEDV_GER_L00926-K20_4-01_2014,,LT898415.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197355.1,Complete,0.028023,41.8,LT898417.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/355/GCA_900197355.1_PEDV_GER_L00855-K14_14-02_2014,,LT898417.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197365.1,Complete,0.027975,41.8,LT898421.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/365/GCA_900197365.1_PEDV_GER_L00919-_K17_14-02_2014,,LT898421.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197375.1,Complete,0.028008,41.8,LT900502.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/375/GCA_900197375.1_PEDV_AUSTRIA_L01062-M10_15-01_2015,,LT900502.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197385.1,Complete,0.028013,41.8,LT898416.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/385/GCA_900197385.1_PEDV_GER_L01017-K01_15-07_2015,,LT898416.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197395.1,Complete,0.02803,41.7,LT898435.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/395/GCA_900197395.1_PEDV_ROMANIA_L01330-K25_15-02_2015,,LT898435.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197405.1,Complete,0.02803,41.8,LT898445.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/405/GCA_900197405.1_PEDV_GER_L00798-_K11_14-02_2014,,LT898445.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197415.1,Complete,0.02803,41.8,LT898439.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/415/GCA_900197415.1_PEDV_GER_L01059-K07_15-01_2015,,LT898439.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197425.1,Complete,0.028026,41.8,LT898414.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/425/GCA_900197425.1_PEDV_GER_L01060-K07_15-02_2015,,LT898414.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197455.1,Complete,0.02803,41.8,LT900499.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/455/GCA_900197455.1_PEDV_GER_L01061-K07_15-03_2015,,LT900499.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197475.1,Complete,0.028028,41.8,LT898425.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/475/GCA_900197475.1_PEDV_GER_L00998-K06_15-03_2015,,LT898425.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197485.1,Complete,0.028029,41.8,LT898432.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/485/GCA_900197485.1_PEDV_GER_L01011-K01_15-01_2015,,LT898432.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197515.1,Complete,0.028029,41.8,LT898408.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/515/GCA_900197515.1_PEDV_GER_L01013-K01_15-03_2015,,LT898408.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197535.1,Complete,0.02803,41.8,LT898418.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/535/GCA_900197535.1_PEDV_AUSTRIA_L01065-M10_15-04_2015,,LT898418.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197545.1,Complete,0.02803,41.8,LT898443.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/545/GCA_900197545.1_PEDV_GER_L01015-K01_15-05_2015,,LT898443.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197555.1,Complete,0.02803,41.8,LT898433.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/555/GCA_900197555.1_PEDV_AUSTRIA_L01063-M10_15-02_2015,,LT898433.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB19039,GCA_900197565.1,Complete,0.027995,41.8,LT898447.1,"invertebrates,vertebrates",6,,2017-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/197/565/GCA_900197565.1_PEDV_GER_L00862_2014,,LT898447.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB20818,GCA_900205315.1,Complete,0.028061,42,LT906582.1,"invertebrates,vertebrates",6,,2018-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/315/GCA_900205315.1_Br1_87_DTU,,LT906582.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB20818,GCA_900205335.1,Complete,0.028017,42,LT906620.1,"invertebrates,vertebrates",6,,2018-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/335/GCA_900205335.1_CV777_ANSES,,LT906620.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB20818,GCA_900205345.1,Complete,0.028026,42,LT905450.1,"invertebrates,vertebrates",6,,2018-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/345/GCA_900205345.1_CV777_APHA,,LT905450.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB20818,GCA_900205355.1,Complete,0.027945,42,LT905451.1,"invertebrates,vertebrates",6,,2018-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/355/GCA_900205355.1_CV777_IZSLER,,LT905451.1
Transmissible gastroenteritis virus,Viruses;Other;Coronaviridae,,,GCA_002985995.1,Complete,0.028586,37.6,NC_038861.1/AJ271965.2,vertebrates,8,128,2000-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/985/995/GCA_002985995.1_ASM298599v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/985/995/GCF_002985995.1_ASM298599v1,NC_038861.1/AJ271965.2
Infectious bronchitis virus,Viruses;Other;Coronaviridae,,,GCA_000862965.1,Complete,0.027608,37.9, Unknown:NC_001451.1/M95169.1,"human,vertebrates",10,388,1993-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/862/965/GCA_000862965.1_ViralProj15303,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/862/965/GCF_000862965.1_ViralProj15303, Unknown:NC_001451.1/M95169.1
Severe acute respiratory syndrome-related coronavirus,Viruses;Other;Coronaviridae,,,GCA_000864885.1,Complete,0.029751,40.8, Unknown:NC_004718.3/AY274119.3,"human,vertebrates",14,377,2003-04-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/864/885/GCA_000864885.1_ViralProj15500,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/885/GCF_000864885.1_ViralProj15500, Unknown:NC_004718.3/AY274119.3
Human betacoronavirus 2c EMC/2012,Viruses;Other;Coronaviridae,,,GCA_000901155.1,Complete,0.030119,41.2, Unknown:NC_019843.3/JX869059.2,"human,vertebrates",11,552,2012-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/901/155/GCA_000901155.1_ViralProj183710,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/901/155/GCF_000901155.1_ViralProj183710, Unknown:NC_019843.3/JX869059.2
Betacoronavirus England 1,Viruses;Other;Coronaviridae,,,GCA_002816195.1,Complete,0.030111,41.2,NC_038294.1/KC164505.2,"human,vertebrates",10,552,2012-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/816/195/GCA_002816195.1_ASM281619v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/816/195/GCF_002816195.1_ASM281619v1,NC_038294.1/KC164505.2
Camel alphacoronavirus,Viruses;Other;Coronaviridae,,,GCA_001500975.1,Complete,0.027395,38.4, Unknown:NC_028752.1/KT368907.1,"human,vertebrates",7,61,2015-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/500/975/GCA_001500975.1_ViralProj306529,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/975/GCF_001500975.1_ViralProj306529, Unknown:NC_028752.1/KT368907.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009937885.1,Complete,0.029838,38,MN938384.1,"human,vertebrates",9,,2020-01-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/937/885/GCA_009937885.1_ASM993788v1,,MN938384.1
Bovine coronavirus,Viruses;Other;Coronaviridae,,,GCA_000862505.1,Complete,0.031028,37.1, Unknown:NC_003045.1/AF391541.1,"human,vertebrates",12,306,2001-08-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/862/505/GCA_000862505.1_ViralProj15385,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/862/505/GCF_000862505.1_ViralProj15385, Unknown:NC_003045.1/AF391541.1
Feline infectious peritonitis virus,Viruses;Other;Coronaviridae,,,GCA_000856025.1,Complete,0.029355,38.1, Unknown:NC_002306.3/AY994055.1,vertebrates,9,128,2000-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/856/025/GCA_000856025.1_ViralProj15097,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/025/GCF_000856025.1_ViralProj15097, Unknown:NC_002306.3/AY994055.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009937895.1,Complete,0.029891,38,MN975262.1,"human,vertebrates",10,,2020-01-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/937/895/GCA_009937895.1_ASM993789v1,,MN975262.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009937905.1,Complete,0.029882,38,MN985325.1,"human,vertebrates",10,,2020-01-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/937/905/GCA_009937905.1_ASM993790v1,,MN985325.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009937915.1,Complete,0.029882,38,MN988713.1,"human,vertebrates",10,,2020-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/937/915/GCA_009937915.1_ASM993791v1,,MN988713.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009937925.1,Complete,0.029882,38,MN994467.1,"human,vertebrates",10,,2020-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/937/925/GCA_009937925.1_ASM993792v1,,MN994467.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009937935.1,Complete,0.029883,38,MN994468.1,"human,vertebrates",10,,2020-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/937/935/GCA_009937935.1_ASM993793v1,,MN994468.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009937945.1,Complete,0.029882,38,MN997409.1,"human,vertebrates",10,,2020-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/937/945/GCA_009937945.1_ASM993794v1,,MN997409.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009938055.1,Complete,0.029881,38,MN988668.1,"human,vertebrates",5,,2020-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/938/055/GCA_009938055.1_ASM993805v1,,MN988668.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009938065.1,Complete,0.029881,38,MN988669.1,"human,vertebrates",5,,2020-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/938/065/GCA_009938065.1_ASM993806v1,,MN988669.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009948425.1,Complete,0.029825,38,MN996527.1,"human,vertebrates",10,,2020-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/948/425/GCA_009948425.1_ASM994842v1,,MN996527.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009948465.1,Complete,0.029891,38,MN996528.1,"human,vertebrates",10,,2020-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/948/465/GCA_009948465.1_ASM994846v1,,MN996528.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009948495.1,Complete,0.029852,38,MN996529.1,"human,vertebrates",10,,2020-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/948/495/GCA_009948495.1_ASM994849v1,,MN996529.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009948525.1,Complete,0.029854,38,MN996530.1,"human,vertebrates",10,,2020-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/948/525/GCA_009948525.1_ASM994852v1,,MN996530.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009948555.1,Complete,0.029857,38,MN996531.1,"human,vertebrates",10,,2020-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/948/555/GCA_009948555.1_ASM994855v1,,MN996531.1
Severe acute respiratory syndrome coronavirus 2,Viruses;Other;Coronaviridae,,,GCA_009858895.3,Complete,0.029903,38,NC_045512.2/MN908947.3,"human,vertebrates",12,377,2020-01-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/858/895/GCA_009858895.3_ASM985889v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/858/895/GCF_009858895.2_ASM985889v3,NC_045512.2/MN908947.3
